id,name
0,adjusting glasses
1,alligator wrestling
2,archaeological excavation
3,arguing
4,assembling bicycle
5,attending conference
6,backflip (human)
7,base jumping
8,battle rope training
9,blowdrying hair
10,blowing bubble gum
11,bouncing on bouncy castle
12,breaking boards
13,breathing fire
14,building lego
15,bull fighting
16,bulldozing
17,burping
18,calculating
19,calligraphy
20,capsizing
21,card stacking
22,card throwing
23,carving ice
24,casting fishing line
25,chiseling stone
26,chiseling wood
27,chopping meat
28,clam digging
29,coloring in
30,combing hair
31,contorting
32,cooking scallops
33,cosplaying
34,cracking knuckles
35,crossing eyes
36,cumbia
37,curling (sport)
38,delivering mail
39,directing traffic
40,doing jigsaw puzzle
41,dyeing eyebrows
42,falling off bike
43,falling off chair
44,fencing (sport)
45,fixing bicycle
46,flint knapping
47,fly tying
48,geocaching
49,hand washing clothes
50,head stand
51,historical reenactment
52,home roasting coffee
53,huddling
54,ice swimming
55,installing carpet
56,ironing hair
57,jaywalking
58,jumping bicycle
59,karaoke
60,land sailing
61,lawn mower racing
62,laying concrete
63,laying stone
64,laying tiles
65,leatherworking
66,licking
67,lifting hat
68,lighting fire
69,lock picking
70,longboarding
71,looking at phone
72,luge
73,making balloon shapes
74,making bubbles
75,making cheese
76,making paper aeroplanes
77,marriage proposal
78,mosh pit dancing
79,mushroom foraging
80,needle felting
81,opening door
82,opening refrigerator
83,opening wine bottle
84,packing
85,passing soccer ball
86,photobombing
87,photocopying
88,pinching
89,planing wood
90,playing blackjack
91,playing darts
92,playing field hockey
93,playing gong
94,playing laser tag
95,playing lute
96,playing maracas
97,playing ocarina
98,playing ping pong
99,playing polo
100,poking bellybutton
101,popping balloons
102,pouring beer
103,preparing salad
104,pushing wheelbarrow
105,putting in contact lenses
106,putting on eyeliner
107,putting on lipstick
108,putting on mascara
109,putting on sari
110,putting on shoes
111,raising eyebrows
112,repairing puncture
113,riding snow blower
114,roasting marshmallows
115,rolling pastry
116,rope pushdown
117,sawing wood
118,scrubbing face
119,shaping bread dough
120,shopping
121,shuffling feet
122,sipping cup
123,skiing mono
124,skipping stone
125,sleeping
126,smashing
127,square dancing
128,staring
129,steer roping
130,sucking lolly
131,swimming front crawl
132,swinging baseball bat
133,sword swallowing
134,tasting wine
135,threading needle
136,throwing knife
137,throwing snowballs
138,throwing tantrum
139,tie dying
140,tightrope walking
141,tiptoeing
142,trimming shrubs
143,using a microscope
144,using a paint roller
145,using a power drill
146,using a sledge hammer
147,using a wrench
148,using atm
149,using bagging machine
150,using inhaler
151,using puppets
152,visiting the zoo
153,wading through water
154,walking through snow
155,watching tv
156,waving hand
157,weaving fabric
158,winking
159,wood burning (art)
