id,name
0,acting in play
1,adjusting glasses
2,arguing
3,attending conference
4,backflip (human)
5,base jumping
6,bathing dog
7,battle rope training
8,blowdrying hair
9,blowing bubble gum
10,bodysurfing
11,bottling
12,breaking boards
13,breathing fire
14,building sandcastle
15,bull fighting
16,bulldozing
17,burping
18,calligraphy
19,capsizing
20,casting fishing line
21,changing gear in car
22,chiseling stone
23,chiseling wood
24,chopping meat
25,coloring in
26,combing hair
27,cooking scallops
28,cracking knuckles
29,crossing eyes
30,cumbia
31,curling (sport)
32,cutting apple
33,cutting orange
34,delivering mail
35,docking boat
36,doing jigsaw puzzle
37,drooling
38,dumpster diving
39,dyeing eyebrows
40,embroidering
41,fencing (sport)
42,fixing bicycle
43,flint knapping
44,fly tying
45,geocaching
46,getting a piercing
47,gold panning
48,gospel singing in church
49,head stand
50,home roasting coffee
51,hugging baby
52,ice swimming
53,ironing hair
54,jaywalking
55,jumping bicycle
56,jumping jacks
57,karaoke
58,lawn mower racing
59,laying concrete
60,laying stone
61,lifting hat
62,lighting fire
63,lock picking
64,longboarding
65,luge
66,making cheese
67,making paper aeroplanes
68,marriage proposal
69,massaging neck
70,moon walking
71,mosh pit dancing
72,mountain climber (exercise)
73,mushroom foraging
74,needle felting
75,opening wine bottle
76,packing
77,passing soccer ball
78,photobombing
79,photocopying
80,pinching
81,pirouetting
82,planing wood
83,playing beer pong
84,playing blackjack
85,playing darts
86,playing field hockey
87,playing gong
88,playing hand clapping games
89,playing laser tag
90,playing lute
91,playing maracas
92,playing marbles
93,playing ocarina
94,playing pan pipes
95,playing pinball
96,playing polo
97,playing rubiks cube
98,playing with trains
99,poking bellybutton
100,popping balloons
101,preparing salad
102,pushing wheelbarrow
103,putting in contact lenses
104,putting on eyeliner
105,putting on foundation
106,putting on lipstick
107,putting on mascara
108,putting on sari
109,putting on shoes
110,raising eyebrows
111,repairing puncture
112,riding snow blower
113,roasting pig
114,rolling pastry
115,rope pushdown
116,sausage making
117,sawing wood
118,scrubbing face
119,separating eggs
120,sewing
121,shaping bread dough
122,shining flashlight
123,shucking oysters
124,sipping cup
125,skiing mono
126,sleeping
127,smelling feet
128,smoking pipe
129,square dancing
130,standing on hands
131,steer roping
132,sucking lolly
133,swinging baseball bat
134,tackling
135,tagging graffiti
136,talking on cell phone
137,tasting wine
138,threading needle
139,throwing knife
140,throwing snowballs
141,throwing tantrum
142,tie dying
143,tiptoeing
144,trimming shrubs
145,tying shoe laces
146,using a microscope
147,using a power drill
148,using a sledge hammer
149,using a wrench
150,using atm
151,using puppets
152,vacuuming floor
153,visiting the zoo
154,wading through water
155,watching tv
156,waving hand
157,winking
158,wood burning (art)
159,yarn spinning
